Code;ID;Index;Name_r;Name_e;Code_Kind_0;Code_Kind_1;Code_Kind_2;Code_Kind_3;Group;Kind_2;Kind_1;Kind_0;T0;T1;Size_t;Size_Code;Element;X_deg;Y_deg;X_Pul;Y_Pul;u2;X_deg_1;Y_deg_1;X_deg_2;Y_deg_2;Rayon;Icon;INFO;MAP_ID;Поле32;Поле33;Oblast;nextBorder;Y_deg_back;Desc_Long
1827;1837;II-8-13;Сары-Булунское;Sarybulunskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;379;Среднее;2;;76.12;42.49;13591864;4702309;;76.1;42.49;76.1;42.49;Иссык-Кульский район;/icon/Water_Fresh_04.png;1827__Sarybulunskoe.txt;;;;Иссык-Кульская область;;42.45;А-51.8тыс.м3/сут<br>В-51.9тыс.м3/сут<br>С1-62.2тыс.м3/cут<br>А+В+ С1-165.9 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.2-0.4 г/л. Общая жесткость 0.5-5.6 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях QIII-IV на площади 420 км2.
1828;1838;II-8-22;Акуленское;Ak-Ulenskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;381;Крупное;1;;76.18;42.33;13597529;4689423;;76.18;42.33;76.18;42.33;Тонский район;/icon/Water_Fresh_04.png;1828__Ak-Ulenskoe.txt;;;;Иссык-Кульская область;;42.33;А-85.3тыс.м3/сут<br>В-42.8тыс.м3/сут<br>С1-17.5тыс.м3/cут<br>А1+В1+ С1-88.8 тыс.м3/сут<br>А+В+ С1-234.4 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциево-магниевая и кальциево-натриевая, гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.25-6.05 мг-экв/л <br>Безнапорный водоносный горизонт в галечниковых,  валунно-галечниковых отложениях с песчано-глинистым заполнителем QIII-IV.
1829;1839;II-8-23;Рыбачинское (Калмаксу. Кутмалды);Rybachenskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;380;Среднее;2;;76.48;42.48;13621932;4708326;;76.29;42.48;76.29;42.48;Иссык-Кульский район;/icon/Water_Fresh_04.png;1829__Rybachenskoe.txt;;;;Иссык-Кульская область;;42.5;А-26.7тыс.м3/сут<br>В-20.3тыс.м3/сут<br>С2-17.0тыс.м3/cут<br>А+В+ С2-64.0 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.1-0.4 г/л. Общая жесткость 2.8-3.3 мг-экв/л. <br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с песчано-глинистым за-полнителем QIII-IV.
1830;1840;II-8-37;Конгурленское;Kongurlenskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;382;Среднее;2;;76.65;42.12;13636458;4665996;;76.65;42.12;76.65;42.12;Тонский район;/icon/Water_Fresh_04.png;1830__Kongurlenskoe.txt;;;;Иссык-Кульская область;;42.12;А-47.1тыс.м3/сут<br>В-55.6тыс.м3/сут<br>А В-246.0тыс.м3/cут<br>А+В-348.7 тыс.м3/сут. <br>Вода гидрокарбонатная,  кальциевая. <br>Минерализация 0.2 г/л. Общая жесткость 2.3-3.9 мг-экв/л. <br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с песчано-гравийным заполнителем QII-IV.
1831;1841;II-9-5;Карабулунское;Karabulunskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;77.95;42.45;13664666;4698089;4;77.95;42.45;77.95;42.45;Джети-Огузский район;/icon/Water_Fresh_04.png;1831__Karabulunskoe.txt;;;;Иссык-Кульская область;;42.45;С1+С2-546.7 тыс.м3/cут <br><br>Вода гидрокарбонатная,  кальциевая. <br>Минерализация 0.2-0.4 г/л. <br><br>Водоносный горизонт в валунно-галечниках с песчано-суглинистым заполнителем QIII.
1832;1842;II-9-11;Каджисай;Kadjisai;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Мелкое;3;;77.15;42.13;13677764;4668767;;77.14;42.13;77.14;42.13;Тонский район;/icon/Water_Fresh_04.png;1832__Kadjisai.txt;;;;Иссык-Кульская область;;42.13;С1-7.8 тыс.м3/cут. <br>Вода гидрокарбонатная,  кальциево-магниевая. <br>Минерализация 0.2г/л. Общая жесткость 3.2-5.5 мг-экв/л. <br><br>Водоносный горизонт в гравийно-галечниковых отложениях QIII-IV урочища Каджисай.
1840;1850;III-8-38;Нарынское;Narynskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;76.07;41.47;13589111;4593031;;76.07;41.47;76.07;41.47;Тянь-Шаньский район;/icon/Water_Fresh_04.png;1840__Narynskoe.txt;;;;Нарынская область;;41.47;С1+ С2-232.1 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.24 г/л. <br><br>Подземные воды приурочены к рыхлообломочным отложениям QIII-IV конуса выноса.
1841;1851;III-11-1;Сарыджазское;Sarydzhazskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;384;Среднее;2;;79.05;41.98;13835669;4657810;;79.05;41.98;79.05;41.98;Ак-Суйский район;/icon/Water_Fresh_04.png;1841__Sarydzhazskoe.txt;;;;Иссык-Кульская область;;41.98;А-5.2тыс.м3/сут<br>В-3.9тыс.м3/сут<br>С1-54.4тыс.м3/cут<br>А+В+ С1-63.5 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.2-0.4 г/л. Общая жесткость 1.7-6.2 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с песчано-гравийно-глинистым заполнителем QIII-IV на площади 12.8 км2.
1842;1852;IV-4-20;Караунгурское;Karaungurskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;387;Среднее;2;;72.63;41.05;13301019;4548906;;72.63;41.05;72.63;41.05;Ноокенский район;/icon/Water_Fresh_04.png;1842__Karaungurskoe.txt;;;;Джалал-Абадская область;;41.05;А-105.4тыс.м3/сут<br>В-72.5тыс.м3/сут<br>С1-72.1тыс.м3/cут<br>С2-350.0 тыс.м3/cут<br>А+В+ С1+ С2-600.0 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциево-магнитная. <br>Минерализация до 0.5 г/л. Общая жесткость 3-5 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с песчано-гравийным заполнителем QII-IV.
1843;1853;IV-4-24;Кугартское;Kugartskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;388;Среднее;2;;72.97;40.97;13328831;4538944;;72.97;40.97;72.97;40.97;Сузакский район;/icon/Water_Fresh_04.png;1843__Kugartskoe.txt;;;;Джалал-Абадская область;;40.97;А-142.5тыс.м3/сут<br>В-59.2тыс.м3/сут<br>А+В-201.7 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциево-магниевая. <br>Минерализация до 0.2-0.6г/л. Общая жесткость 2.6-8.1 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечных и песчано-галечных отложениях с песчаным и суглинистым заполнителем QIII-IV.
1844;1854;IV-4-27;Чангетское;Kugartskoe (Chongetskoe);4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;389;Среднее;2;;72.83;40.93;13317514;4535511;;72.83;40.93;72.83;40.93;Сузакский район;/icon/Water_Fresh_04.png;1844__Kugartskoe (Chongetskoe).txt;;;;Джалал-Абадская область;;40.93;А-276.1тыс.м3/сут<br>В-97.1тыс.м3/сут<br>А+В-373.2 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциево-магниевая. <br>Минерализация 0.2-0.6г/л. Общая жесткость 2.6-8.1 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечных и песчано-галечных отложениях с песчаным и суглинистым заполнителем QII-IV.
1845;1855;IV-5-48;Куршабское;Kurbashskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;390;Мелкое;3;;73.12;40.68;13340783;4507193;;73.12;40.68;73.12;40.68;Узгенский район;/icon/Water_Fresh_04.png;1845__Kurbashskoe.txt;;;;Ошская область;;40.68;А-18.9тыс.м3/сут<br>В-7.0тыс.м3/сут<br>С1-65.2тыс.м3/cут<br>А+В+ С1-91.1 тыс.м3/сут <br>Вода cульфатно-гидрокарбонатная,  кальциевая. <br>Минерализация 0.1-0.4г/л. Общая жесткость 5.55-9.0 мг-экв/л. <br><br>Безнапорный водоносный горизонт в галечниковых отложениях с песчаным заполнителем QIII-IV.
1846;1856;IV-5-51;Кара-Дарьинское;Kara-Daryinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;73.28;40.73;13354981;4512457;;73.28;40.73;73.28;40.73;Узгенский район;/icon/Water_Fresh_04.png;1846__Kara-Daryinskoe.txt;;;;Ошская область;;40.73;С1+С2-347тыс.м3/cут <br><br>Воды гидрокарбонатные и сульфатно-гидрокарбонатные,  магниево- кальциевые. <br><br>Минерализация 0.27-0.65г/л. Общая жесткость 3.7-7.6 мг-экв/л. <br><br>Подземные воды приурочены к аллювиально-пролювиальным отложениям QII-IV конусов выноса.
1847;1857;IV-6-9;Дюрбельджинское;Dyurbeldjinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Мелкое;3;;74.97;41.27;13497207;4570270;;74.97;41.27;74.97;41.27;Ак-Талинский район;/icon/Water_Fresh_04.png;1847__Dyurbeldjinskoe.txt;;;;Нарынская область;;41.27;С1-9.85тыс.м3/cут <br><br>Воды гидрокарбонатно-сульфатные,  кальциево-магниевые. <br>Минерализация 0.2-0.4г/л. Общая жесткость 1.70-3.60 мг-экв/л. <br><br>Подземные воды приурочены к верхнечетвертичным-современным аллювиально-пролювиальным отложениям.
